name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
istanbul,2024-06-01,30.1,19,24.4,29,19,24.2,14,55.2,0,0,0,,0,0,25.6,10.3,235.6,1016.8,0.3,11.2,346,29.8,9,,2024-06-01T05:34:00,2024-06-01T20:30:24,0.82,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-02,30.5,20.2,25.4,30.5,20.2,25.3,14.4,51.8,0,0,0,,0,0,22.7,14.5,256.6,1016.6,11.8,11.3,326,28.1,9,,2024-06-02T05:33:35,2024-06-02T20:31:07,0.85,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-03,33.4,20.7,26.8,34.3,20.7,26.9,15.8,52.2,0,0,0,,0,0,29.9,15.1,41.7,1014.4,10.4,10.8,328.5,28.5,9,,2024-06-03T05:33:12,2024-06-03T20:31:49,0.89,Clear,Clear conditions throughout the day.,clear-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-04,32.5,21.7,26.7,33.1,21.7,27.1,17,56.2,0,0,0,,0,0,23,12.4,336.5,1010.4,13.8,10.5,239.8,20.7,8,,2024-06-04T05:32:51,2024-06-04T20:32:30,0.92,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-06-05,32.1,22.9,27.1,32.1,22.9,27.3,16.8,55.4,0,0,0,,0,0,31,15.7,18.3,1012.2,4.6,11,262.9,22.6,9,,2024-06-05T05:32:32,2024-06-05T20:33:09,0.96,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-06,30.4,22.8,25.8,31.2,22.8,26.2,16.5,57.4,0,0,0,,0,0,36.4,20.2,41.3,1014.2,35.9,10.9,211.7,18.4,8,,2024-06-06T05:32:15,2024-06-06T20:33:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-07,30.2,21.8,25.2,30.5,21.8,25.5,17.6,64.1,0,0,0,,0,0,40.3,24.4,50.6,1015.4,31.1,11.2,228.1,19.7,8,,2024-06-07T05:32:01,2024-06-07T20:34:23,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-08,29,21,24.4,29.5,21,24.5,17.8,68.1,0,0,0,,0,0,40.7,23.5,45.4,1012.5,24.8,11.3,289.4,25.2,9,,2024-06-08T05:31:48,2024-06-08T20:34:58,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-09,30,20.6,24.9,30.1,20.6,25.1,17.8,66.6,0,0,0,,0,0,33.1,18.1,49.9,1011.3,10.4,11.1,261.8,22.7,9,,2024-06-09T05:31:37,2024-06-09T20:35:31,0.09,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-10,29.3,20.7,25,30.8,20.7,25.4,18.6,68.3,0,0,0,,0,0,24,15.1,352.6,1010.7,19.2,10.9,253.8,22.1,9,,2024-06-10T05:31:28,2024-06-10T20:36:03,0.12,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-11,34.7,22.3,28.2,34.6,22.3,28.2,17.5,55.7,0,0,0,,0,0,26.6,13.6,247.1,1009,14.3,11.3,240.9,20.5,8,,2024-06-11T05:31:21,2024-06-11T20:36:33,0.16,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-12,33.8,24.8,28.4,36.4,24.8,29.6,19.5,59.3,0,0,0,,0,0,31.3,19.2,343.9,1011,3.7,11.2,324.1,27.9,9,,2024-06-12T05:31:16,2024-06-12T20:37:01,0.19,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-13,31.7,24.2,27.9,33.4,24.2,29.5,20.5,64.7,0,0,0,,0,0,27.4,19.4,1.7,1011.9,28.3,10.8,227.7,19.8,8,,2024-06-13T05:31:13,2024-06-13T20:37:28,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-14,32.1,20,26.1,33.9,20,26.9,19.6,68.3,2.719,100,4.17,rain,0,0,46.8,31.2,29.4,1009,62.9,11.1,182.8,15.9,7,,2024-06-14T05:31:13,2024-06-14T20:37:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-15,26.6,19.2,22.5,26.6,19.2,22.5,15.9,67.4,3.47,100,8.33,rain,0,0,29.2,16.3,351.5,1012.1,38.4,11.2,199.2,17.3,10,,2024-06-15T05:31:14,2024-06-15T20:38:17,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-06-16,30,19.4,24.4,29,19.4,24.4,14.5,55.2,0,0,0,,0,0,30.2,17.9,61.1,1011.5,10,11.3,258.1,22.3,9,,2024-06-16T05:31:17,2024-06-16T20:38:38,0.32,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-17,31.1,20.9,25.7,30.1,20.9,25.6,14.2,50,0,0,0,,0,0,34.9,19.8,50.2,1013.8,0.3,11.3,351.8,30.3,9,,2024-06-17T05:31:22,2024-06-17T20:38:58,0.35,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-18,31.3,20.8,25.5,31.6,20.8,25.8,17.4,62.1,0,0,0,,0,0,45.7,26.4,50.5,1016,4.4,11.4,253.4,22,9,,2024-06-18T05:31:29,2024-06-18T20:39:16,0.38,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-19,30.2,21.9,25.5,30,21.9,25.7,18.4,67,0,0,0,,0,0,47.2,28.8,46.1,1016.6,7.4,11.3,263.7,22.9,9,,2024-06-19T05:31:37,2024-06-19T20:39:32,0.41,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-20,31.1,21.8,25.9,31.6,21.8,26.2,19,68.2,0,0,0,,0,0,43.9,24.2,46.7,1015.1,9.7,11.3,257.6,22.2,9,,2024-06-20T05:31:48,2024-06-20T20:39:47,0.45,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-21,30.4,22.9,26,32.5,22.9,26.8,19.9,69.9,0,0,0,,0,0,48.6,28.3,39.7,1015.3,14.8,11.1,265.8,23,10,,2024-06-21T05:32:01,2024-06-21T20:39:59,0.48,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-22,28.4,21.8,24.6,28.7,21.8,24.7,17.9,67.4,0,0,0,,0,0,50.4,28.5,46.3,1011.6,30.3,11.3,222.9,19.4,10,,2024-06-22T05:32:15,2024-06-22T20:40:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-23,28.9,20.6,24.5,29.3,20.6,24.5,17,64.3,0,0,0,,0,0,48.6,30.9,46.4,1008.5,9.1,11.3,257.2,22.2,9,,2024-06-23T05:32:31,2024-06-23T20:40:18,0.55,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-24,28.7,21.4,24.5,29.9,21.4,24.8,18.9,71.4,0,0,0,,0,0,40.7,23.5,45.8,1009.5,50.7,11.3,121.9,10.7,5,,2024-06-24T05:32:49,2024-06-24T20:40:24,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-25,30.3,21.1,25.1,31.5,21.1,25.7,19.2,71.2,0,0,0,,0,0,48.6,29.9,51.7,1013,25.3,11.3,190.4,16.6,9,,2024-06-25T05:33:09,2024-06-25T20:40:29,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-26,29.6,21,24.9,29.7,21,25,17.5,64.9,0,0,0,,0,0,46.1,27.2,48.1,1015,19.2,11.3,255.2,22.2,9,,2024-06-26T05:33:31,2024-06-26T20:40:32,0.66,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-06-27,29.2,20.8,24.6,29.2,20.8,24.6,16.6,62.8,0,0,0,,0,0,42.1,29,52.4,1011.9,7.7,11.1,228,19.9,9,,2024-06-27T05:33:54,2024-06-27T20:40:32,0.69,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-06-28,28.7,20.9,24.5,29.4,20.9,24.6,17.7,67,0,0,0,,0,0,50.4,37.5,46.9,1009.3,28.2,11,199.3,17.2,9,,2024-06-28T05:34:19,2024-06-28T20:40:31,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-06-29,29.2,22.8,25.4,29.1,22.8,25.5,18.1,65.6,0,0,0,,0,0,57.6,38.5,46.1,1012.4,34.7,10.9,218.1,18.8,10,,2024-06-29T05:34:45,2024-06-29T20:40:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-06-30,31.1,22,26.2,30.4,22,26.3,18.1,63.5,0,0,0,,0,0,37.4,26.7,43.2,1013.5,20,11,239.8,20.8,9,,2024-06-30T05:35:13,2024-06-30T20:40:21,0.8,Clear,Partly cloudy throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-07-01,30.4,21,25.7,30,21,25.9,18.6,67.5,0,0,0,,0,0,39.6,27.2,53.2,1011.7,13.7,11,207.9,17.9,9,,2024-07-01T05:35:43,2024-07-01T20:40:14,0.84,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-02,30.5,21.9,26.3,32.2,21.9,27.1,19.6,68.3,0,0,0,,0,0,32.4,19.6,27,1006.1,10.2,11,250.3,21.6,9,,2024-07-02T05:36:14,2024-07-02T20:40:04,0.87,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-07-03,31.5,22.8,26.7,33.4,22.8,27.5,18.7,61.9,0,0,0,,0,0,35.6,28.7,30.7,1000.2,46.9,10.9,185.6,16.1,9,,2024-07-03T05:36:46,2024-07-03T20:39:52,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,VRTU9,LTFJ"
istanbul,2024-07-04,27.3,23.2,25,28.6,23.2,25.2,20.2,75.1,0.133,100,8.33,rain,0,0,32.4,24.2,16.9,1004.6,81.4,10.8,58.7,5,4,,2024-07-04T05:37:21,2024-07-04T20:39:39,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,VRTU9,LTFJ"
istanbul,2024-07-05,27.9,20.8,24.4,28.6,20.8,24.5,18.7,71.8,4.331,100,12.5,rain,0,0,41.4,26.1,25.3,1011.4,55.3,10.8,189.3,16.5,7,,2024-07-05T05:37:56,2024-07-05T20:39:23,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-06,30.1,20.5,25.1,30.3,20.5,25.4,18.5,68.6,0.029,100,4.17,rain,0,0,61.2,33.7,50.9,1014.6,38.4,10.9,189.8,16.4,9,,2024-07-06T05:38:33,2024-07-06T20:39:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-07,31.3,22.9,26.7,31.5,22.9,27.3,19.3,65.7,0,0,0,,0,0,45.4,28.9,41.2,1013.6,18.7,10.9,240.5,20.9,9,,2024-07-07T05:39:11,2024-07-07T20:38:45,0.05,Clear,Clear conditions throughout the day.,clear-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-08,31.6,23.5,27.1,33.9,23.5,28.4,21.5,72.9,0,0,0,,0,0,48.2,27.9,39.5,1011.9,25.2,10.7,207,18,10,,2024-07-08T05:39:50,2024-07-08T20:38:23,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-09,32.9,24.8,28.3,37.7,24.8,30.3,22.3,71.8,0,0,0,,0,0,40,28.8,38.6,1011.5,26.4,10.8,234.3,20.1,8,,2024-07-09T05:40:31,2024-07-09T20:37:59,0.11,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-10,33.8,25,28.6,37.2,25,30.9,22.6,71.5,0,0,0,,0,0,32.4,26.4,19.9,1010.9,47,10.6,217.3,18.8,10,,2024-07-10T05:41:13,2024-07-10T20:37:33,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-11,28.5,25.9,26.9,32.4,25.9,28.6,22.7,77.7,0.932,100,12.5,rain,0,0,35.3,17.6,356.7,1010.8,77.4,10.9,103.9,9.1,9,,2024-07-11T05:41:56,2024-07-11T20:37:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-12,31.9,24.8,27.5,34.8,24.8,29.2,22.4,75.1,0,0,0,,0,0,40.7,26.7,32.7,1010.3,55.4,10.5,218.5,18.9,9,,2024-07-12T05:42:40,2024-07-12T20:36:35,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-13,32.1,24.3,27.8,35.5,24.3,30,22.7,75,0,0,0,,0,0,42.5,34.1,35.9,1008.6,35.8,10.4,235.7,20.3,8,,2024-07-13T05:43:25,2024-07-13T20:36:03,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-14,32.5,24.6,28.1,34,24.6,28.9,20.1,64.2,0,0,0,,0,0,38.9,31.4,40.4,1009.8,19.9,11.1,205.5,17.8,9,,2024-07-14T05:44:11,2024-07-14T20:35:29,0.25,Clear,Clear conditions throughout the day.,clear-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-15,33.1,23.5,28.1,34,23.5,28.9,19.5,62.5,0,0,0,,0,0,41,26.4,41.9,1009.7,23.3,11,237.3,20.5,9,,2024-07-15T05:44:58,2024-07-15T20:34:53,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-16,34.6,24.4,28.9,34.2,24.4,30,20.4,63.7,0,0,0,,0,0,43.6,27.2,44.2,1009.1,44.4,11,229,19.8,10,,2024-07-16T05:45:46,2024-07-16T20:34:15,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-17,35.3,26,29.7,38.5,26,32.1,22.1,66.6,0,0,0,,0,0,40.7,22.5,38.5,1010.4,30,10.7,212,18.4,9,,2024-07-17T05:46:35,2024-07-17T20:33:36,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-18,36.1,26.5,30.2,40.6,26.5,33.5,22.5,66.3,0,0,0,,0,0,39.6,26.9,39.3,1011.6,19.1,10.7,218.7,18.9,8,,2024-07-18T05:47:25,2024-07-18T20:32:54,0.4,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-19,33.9,26.5,29.4,39.6,26.5,33.3,23.6,71.7,0,0,0,,0,0,43.2,31.9,32.7,1011.4,25.3,11,221.3,19.1,9,,2024-07-19T05:48:16,2024-07-19T20:32:10,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-20,34.6,25.7,29.4,37.6,25.7,32.3,22.6,68.6,0,0,0,,0,0,39.2,26.8,42.7,1008.9,36.1,10.9,219.9,19,8,,2024-07-20T05:49:07,2024-07-20T20:31:25,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-21,34,25.4,29.1,36.9,25.4,30.8,20.8,63.3,0,0,0,,0,0,39.2,26.4,49.1,1007.6,5.8,10.7,221.4,19.1,9,,2024-07-21T05:49:59,2024-07-21T20:30:38,0.5,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-22,35.6,24.5,29.6,36.6,24.5,30.6,18.4,52.4,0,0,0,,0,0,31.7,25.5,43.7,1008,3.1,11,225.5,19.5,8,,2024-07-22T05:50:52,2024-07-22T20:29:49,0.53,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-23,33.3,26,28.9,35.9,26,31.3,21.7,66.1,0,0,0,,0,0,40.3,26.5,43.5,1009.4,36.5,11,209.9,18.2,8,,2024-07-23T05:51:46,2024-07-23T20:28:58,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-24,32.4,25.6,28.5,34.2,25.6,29.9,20.6,63.5,0,0,0,,0,0,45,30.9,40.6,1007.6,35.9,10.9,176.5,15.4,9,,2024-07-24T05:52:40,2024-07-24T20:28:05,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-25,31.4,25,27.5,32.2,25,28.3,19.5,62.6,0,0,0,,0,0,40.3,28.9,29.2,1004.8,45.6,11,208.6,18,10,,2024-07-25T05:53:34,2024-07-25T20:27:11,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-26,28,21.7,25,29.2,21.7,25.1,19.2,70.9,3.697,100,8.33,rain,0,0,53.6,25.9,355.6,1007.4,69.7,10.9,96.5,8.3,5,,2024-07-26T05:54:30,2024-07-26T20:26:15,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-27,29.7,21.3,25.2,30.2,21.3,25.6,18.9,69.1,8.605,100,4.17,rain,0,0,50,22.1,1.1,1014.8,41.2,11,239.6,20.7,8,,2024-07-27T05:55:25,2024-07-27T20:25:17,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-28,32,22.7,27.1,33.6,22.7,28.1,20,66.6,0,0,0,,0,0,43.2,32.2,48.7,1017.3,20.1,11,206.8,18,9,,2024-07-28T05:56:21,2024-07-28T20:24:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-29,33.4,24.3,28.5,33.3,24.3,29,18.6,57.5,0,0,0,,0,0,53.6,31.5,49.3,1011.8,0,10.9,243.8,21.1,8,,2024-07-29T05:57:18,2024-07-29T20:23:17,0.78,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-07-30,30.5,24.6,26.9,31.4,24.6,27.7,19.4,64.2,0.005,100,4.17,rain,0,0,55.1,32.7,48.6,1010.8,28.6,11.1,150.7,13,9,,2024-07-30T05:58:15,2024-07-30T20:22:14,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-07-31,30.1,21.5,25.7,29.5,21.5,25.8,15.9,55.4,0,0,0,,0,0,44.3,31.3,47,1013.8,24.3,11,289,24.9,8,,2024-07-31T05:59:12,2024-07-31T20:21:10,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-01,30,21.2,25.4,29.9,21.2,25.6,17,60.6,0,0,0,,0,0,44.3,25,46.8,1012.4,16,11,276,23.8,9,,2024-08-01T06:00:10,2024-08-01T20:20:04,0.89,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-02,30.5,21.3,25.9,30.8,21.3,26.2,17.6,61.5,0,0,0,,0,0,37.4,22.5,48.2,1009,9.6,11,338.1,29.2,9,,2024-08-02T06:01:08,2024-08-02T20:18:57,0.93,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-08-03,30.1,21.6,25.9,32,21.6,26.8,19.7,69.2,0,0,0,,0,0,26.2,22.8,5.5,1006,5.7,11,265,23,9,,2024-08-03T06:02:06,2024-08-03T20:17:49,0.96,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-08-04,33,23.4,27.9,32.7,23.4,28,16.6,52.8,0,0,0,,0,0,29.5,20,36.5,1007.2,17.8,11,299.9,25.9,8,,2024-08-04T06:03:05,2024-08-04T20:16:38,0,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-08-05,31.4,24.5,26.9,32.4,24.5,27.6,18.9,62.4,0,0,0,,0,0,41.4,26,50,1009.3,39.9,11,203,17.5,8,,2024-08-05T06:04:03,2024-08-05T20:15:27,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-06,29.8,22.1,26.4,31.4,22.1,27.1,18.3,62.2,0,0,0,,0,0,25.1,16.7,36.9,1008.8,13.1,11,314.9,27.1,9,,2024-08-06T06:05:02,2024-08-06T20:14:14,0.06,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-07,28.8,23.2,26,29.1,23.2,26.2,17.5,60.3,0,0,0,,0,0,38.5,21.6,27.9,1011.5,38.1,11.1,271.7,23.5,10,,2024-08-07T06:06:01,2024-08-07T20:13:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-08,29.8,21.6,25.4,30.5,21.6,25.8,18.2,65,0,0,0,,0,0,38.5,26.6,46.9,1012,38.1,11,280.9,24.2,8,,2024-08-08T06:07:01,2024-08-08T20:11:44,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-09,31.3,23.5,26.8,32.6,23.5,27.8,20.2,68.1,0,0,0,,0,0,40.3,24.2,38,1011.6,42.7,11,206.4,17.9,6,,2024-08-09T06:08:00,2024-08-09T20:10:28,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-08-10,31.3,24.4,27.4,32.4,24.4,28.3,20.1,65.5,0,0,0,,0,0,41,25.1,33.6,1014.1,32.2,11,245.5,21.2,7,,2024-08-10T06:09:00,2024-08-10T20:09:09,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-08-11,32,24,27.6,33,24,28.7,20.5,66.5,0,0,0,,0,0,50,29.4,41.3,1015.7,21.7,11,263.7,22.7,8,,2024-08-11T06:09:59,2024-08-11T20:07:50,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-08-12,31.9,23.7,27.5,33.1,23.7,28.2,20.2,66.4,0,0,0,,0,0,44.3,35.7,49.8,1013.7,22.2,10,290.4,25.1,9,,2024-08-12T06:10:59,2024-08-12T20:06:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,LTFJ"
