name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
istanbul,2024-12-10,17.9,11.2,13.9,17.9,11.2,13.9,11.5,86.1,11.796,100,12.5,rain,0,0,45,18,205.7,1018.1,78.4,11.4,51.3,4.4,4,,2024-12-10T08:18:33,2024-12-10T17:35:28,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-11,10.9,8,9.6,10.9,7.8,8.8,8.4,92,27.743,100,12.5,rain,0,0,41.8,13.7,29,1021.3,88.1,12.4,16.2,1.4,1,,2024-12-11T08:19:22,2024-12-11T17:35:35,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-12,10.1,6.7,8.3,10.1,5.1,7.6,5.7,83.9,0.179,100,8.33,rain,0,0,31.3,14.7,349.9,1024.2,83.3,12.7,40.7,3.5,5,,2024-12-12T08:20:09,2024-12-12T17:35:44,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-13,7.8,6.1,7,7.5,2.6,5.4,4.4,83.4,0.533,100,12.5,rain,0,0,40,23.4,28.1,1030.7,86.5,15.9,40.7,3.5,2,,2024-12-13T08:20:55,2024-12-13T17:35:56,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-14,8.8,3.5,6.4,8.2,1.5,4.8,0.3,65.3,0.043,100,4.17,rain,0,0,30.6,19.4,70.3,1031.3,46.8,14.8,72.9,6.3,5,,2024-12-14T08:21:40,2024-12-14T17:36:10,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-15,10.2,7.5,9,10.2,5.8,7.6,6.5,84.8,14.378,100,12.5,rain,0,0,44.6,16.9,230.3,1019.8,77,8.1,18.5,1.7,2,,2024-12-15T08:22:22,2024-12-15T17:36:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-12-16,9.3,6.9,7.9,8.6,4.8,6.4,3.6,74.9,5.325,100,12.5,rain,0,0,36,16.1,328.2,1027.8,65.4,18.5,49.8,4.4,5,,2024-12-16T08:23:03,2024-12-16T17:36:44,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-12-17,11.4,7.1,9.2,11.4,5.5,8.3,4.1,70.6,0,0,0,,0,0,39.2,15.7,222.7,1027.8,4.4,18.5,77.9,6.7,4,,2024-12-17T08:23:42,2024-12-17T17:37:04,0.56,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-18,13,7.8,10.4,13,7.8,10.2,7.7,83.9,0,0,0,,0,0,29.9,15.2,226.8,1025.8,12.7,11.8,69.7,6.1,5,,2024-12-18T08:24:19,2024-12-18T17:37:27,0.6,Clear,Clear conditions throughout the day.,clear-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-12-19,13.3,5.6,8.9,13.3,5.6,8.9,6.6,86,0,0,0,,0,0,16.9,9.2,200.2,1019.2,20.7,6.8,78.5,6.8,4,,2024-12-19T08:24:54,2024-12-19T17:37:52,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-12-20,15.1,7.3,11.5,15.1,6.7,11.4,6.7,73.2,0,0,0,,0,0,27.4,12.2,197,1011.5,34.9,15.6,88.4,7.6,4,,2024-12-20T08:25:27,2024-12-20T17:38:19,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"LTBA,17063099999,17119099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-12-21,14.2,10,12.1,14.2,9,12.1,9,81.6,9.218,100,12.5,rain,0,0,40.3,17.1,154.2,1008.7,86.7,16.3,42.2,3.7,5,,2024-12-21T08:25:58,2024-12-21T17:38:48,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
istanbul,2024-12-22,9.2,5.6,6.9,8,2.9,5.8,5.1,87.9,10.66,100,12.5,rain,0,0,40.7,15.2,315,1015,83.3,14.1,18.3,1.5,1,,2024-12-22T08:26:27,2024-12-22T17:39:19,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-23,13.4,7,9.6,13.4,5.9,9.3,5.9,78.4,0.043,100,4.17,rain,0,0,23.8,10,151.6,1008.8,52.8,14.3,82.7,7.2,4,,2024-12-23T08:26:54,2024-12-23T17:39:53,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-24,12.6,10.5,11.7,12.6,10.5,11.7,8,78.7,3.561,100,12.5,rain,0,0,39.6,11.3,89.6,1004.7,85.5,16.2,20.4,1.9,1,,2024-12-24T08:27:19,2024-12-24T17:40:28,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-25,14.4,10.7,12.2,14.4,10.7,12.2,9.8,85.6,2.145,100,8.33,rain,0,0,28.1,19.8,31.2,1009.8,86.3,11.3,39.7,3.5,3,,2024-12-25T08:27:42,2024-12-25T17:41:05,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"17068099999,D8508,LTBA,17063099999,17119099999,17061099999,remote,17064099999,17060099999,LTFJ"
istanbul,2024-12-26,12.8,9.5,11,12.8,5.8,10,9.4,89.9,1.587,100,12.5,rain,0,0,57.6,33.7,36.6,1017.7,80.5,11.9,22.9,1.9,1,,2024-12-26T08:28:02,2024-12-26T17:41:45,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17068099999,D8508,LTBA,17119099999,17063099999,17061099999,17022399999,17064099999,17060099999,LTFJ"
istanbul,2024-12-27,8.8,4.5,6.5,4.9,1,2.8,4.8,88.9,11.041,100,16.67,rain,0,0,59.4,35.5,24.8,1022.6,89.4,10.7,13.8,1,1,,2024-12-27T08:28:21,2024-12-27T17:42:26,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-28,8.5,5.2,6.9,4.8,2.3,3.3,5,87.6,2.565,100,16.67,rain,0,0,54,32,29.2,1022,87.8,14.4,17.1,1.5,1,,2024-12-28T08:28:37,2024-12-28T17:43:09,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-29,8.1,6.9,7.5,4.7,3.1,3.9,5.5,87,1.013,100,16.67,rain,0,0,51.5,30.1,24.6,1024.4,88.7,16.1,16.6,1.4,1,,2024-12-29T08:28:51,2024-12-29T17:43:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-30,7.4,5.6,6.5,5.1,2.7,3.9,4.4,86.7,0.48,100,12.5,rain,0,0,41,19.9,18.4,1027.4,75.8,15.9,24.3,2.1,1,,2024-12-30T08:29:03,2024-12-30T17:44:41,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999"
istanbul,2024-12-31,9.8,4.4,6.8,9.3,2.9,6.2,4.5,85.9,0,0,0,,0,0,21.2,9,6.1,1031.2,34.9,15,33.6,3.1,3,,2024-12-31T08:29:12,2024-12-31T17:45:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,LTBA,17063099999,17119099999,17061099999,17064099999,17060099999,LTFJ"
